Text: у, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: большой, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: вероятности, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: что, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: капилляр, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: лопнет, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: людей, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: при, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: длительном, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: патологическая, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: повышенном, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: давлении, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: артериальном, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: давлений, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: может, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: возникать, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: отечность, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: конечностей, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: тому, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: что, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: к, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: конечностям, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: поступает, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: меня, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: меньше, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: крови, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: и, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: там, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: по, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: повышенное, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: давление, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: nab., Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: Наиболее, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: древние, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: пр, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: предки, Number: 22, Confidence: 0.32, Bbox: [64.49089813232422, 4.921260833740234, 2289.657958984375, 1290.1602783203125]
Text: современных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: сумчатых, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: обитали, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: америке, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: Потому, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: что, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: первое, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: филогенез, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: этического, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: древа, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: суммарных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: животных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: идет, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: именно, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: оттуда, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: -де, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: частоты, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: мутантных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: аллелей, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: а, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: -де, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: 10000, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: а, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: 0,0001, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: частоты, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: нормальных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: аллегри, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: 2, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: p*=, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: 10000, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: =, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: 0,0001, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: частоты, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: нормальных, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
Text: аллегий, Number: 24, Confidence: 0.37, Bbox: [13.301532745361328, 1740.6746826171875, 2304.469970703125, 2577.23828125]
