Text: Долю, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: аномалия, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: в, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: (а.р.к.), Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: анормальное, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: развитие, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: гнет, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: (н.г.), Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: ч, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: аг, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: -де, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: а, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: а.р.к.;, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: некроз, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: напросговорные, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: просоленные, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: проахав, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: н.р.к.;, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: наг, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: a.p., Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: k.s., Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: г, Number: 28, Confidence: 0.43, Bbox: [0.0, 667.0023193359375, 2183.473388671875, 2590.0]
Text: а.р.к.;, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: наг, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: н.р.к.,, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ха, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ехав, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: абр, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: к, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: н.д.к.;, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: наг, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: а.р.к.;, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: наг, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: а.р.к.,н.г., Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: н.р.н.п., Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: нарек, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: нап, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: Ребенок, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: с, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: нормальным, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: развитием, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: кисти, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: гипертрихозом, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: в, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: первом, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: браке, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: возможно, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: По, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: условию, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ген, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: гипертрихоза, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: сцеплен, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: с, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: является, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: массивным, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: передается, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: от, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: отца, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: В, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: результате, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: у, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: отца, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: кроссинговера, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: вплавляется, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: гамета, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: двадцать, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ребенок, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: с, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: генотипом, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: подходящий, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: условию, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: предположить, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: По, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: филогенетическому, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ботву, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: можно, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: определить, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: что, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: предок, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: сумчатые, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: это, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: ехидно, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: она, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: обитала, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: в, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: среде, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: В, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: основе, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: лежат, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: теория, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: одного, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: происхождения, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: млекопипвовольных, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: здрава, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: среде, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: В, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: основе, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: лежат, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: теория, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: одного, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: происхождения, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: млекопипвовольных, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: и, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
Text: взднава, Number: 28, Confidence: 0.57, Bbox: [0.0, 1496.4234619140625, 2223.3916015625, 2583.109130859375]
