Text: клопики, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: веденная, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: сестриц, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: -де, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: вирусный, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: препарат, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: не, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: разрушает, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: вирусные, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: частиц, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: так, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: по, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: показателям, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: количество, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: их, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: не, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: уменьшилось, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: но, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: он, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: одерживает, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: их, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: размножения, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: Первой, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: особенностью, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: вируса, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: является, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: то, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: что, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: он, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: вскрывается, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: в, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: анк, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: склепом, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: организма, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: дружат, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: здоровые, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: пилотки, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: Второй, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: вещие, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: различаются, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: быстро, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: и, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: необоримо, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: чтобы, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: препарат, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: тоже, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: быстро, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: реагировал, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: гм, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: бензоловый, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: родился, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: плюхается, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: и, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: отсутствие, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: года, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: безразличного, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: раздражителя, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: изображено, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: на, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: рисунке, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: г, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: реакторный, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: центр, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: излучен, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: под, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: ударом, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: условный, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: воздуха, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: рефлекс, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: это, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: Рябину, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: адамнгуши, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: а, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: и, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: стенет, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: это, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: врожденное, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: цепко, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: а, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: -де, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: Цепко., Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: 4, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
Text: 231, Number: 25, Confidence: 0.31, Bbox: [2.6947879791259766, 94.43885803222656, 2300.705810546875, 2445.553466796875]
