Text: и, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: ган, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: раз, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: к, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: оздорови, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: В, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: первом, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: браке, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: возможно, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: рождение, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: ребенка, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: с, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: норм, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: развалка, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: ав, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: и, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: гипертрихозом, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: хардов, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: так, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: произошел, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: кроссинговер, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: на, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: псевдоатосомном, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: участке, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: что, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: привело, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: к, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: образованию, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: на, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: хромосоме, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: генов, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: ав, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: генов, Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
Text: ав., Number: 28, Confidence: 0.86, Bbox: [30.295988082885742, 236.7668914794922, 2310.0, 2509.65234375]
