Text: Также, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: чень, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: отвечающий, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -де, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нормальные, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: уши, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: за, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: анализую, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: рук-доминантный, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: решение, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -с, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: схема, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: кроссинговера, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нар, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ан, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: гипс, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: крас, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -с, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: но, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: кросс, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ах, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: д, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: х, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: а, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: оч, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: фара, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нор, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: он, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: оп, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: чилим, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ха, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нор, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: гипс, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: хот, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ха, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ан, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нор, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: т, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: над, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -с, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: хара, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: хека, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нор, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ан, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нор, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: неф, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ан, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: нау, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ответ, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: да, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: возможно, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: если, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: в, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: харя, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: произведет, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: ан, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: гипс, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: кроссинговер, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: и, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: кроссовера, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -де, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: встретится, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: с, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: -де, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: встретится, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: с, Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
Text: (X), Number: 28, Confidence: 0.83, Bbox: [39.09690475463867, 833.7990112304688, 2281.978515625, 2480.974609375]
