Text: внимание, Number: none, Confidence: none, Bbox: none
Text: обходим, Number: none, Confidence: none, Bbox: none
Text: оста, Number: none, Confidence: none, Bbox: none
Text: вить, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: уний, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: вирусная, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: сил, Number: none, Confidence: none, Bbox: none
Text: ца, Number: none, Confidence: none, Bbox: none
Text: обладают, Number: none, Confidence: none, Bbox: none
Text: высокой, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: асов, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: ста, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: ви, Number: none, Confidence: none, Bbox: none
Text: тыся, Number: none, Confidence: none, Bbox: none
Text: слишком, Number: none, Confidence: none, Bbox: none
Text: лекарственный, Number: none, Confidence: none, Bbox: none
Text: плодовитостью, Number: none, Confidence: none, Bbox: none
Text: много, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: через, Number: none, Confidence: none, Bbox: none
Text: того, Number: none, Confidence: none, Bbox: none
Text: бобы, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: переборе, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: Количество, Number: none, Confidence: none, Bbox: none
Text: эффективности, Number: none, Confidence: none, Bbox: none
Text: ви, Number: none, Confidence: none, Bbox: none
Text: ярусных, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: насти, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: зависит, Number: none, Confidence: none, Bbox: none
Text: no23), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: хроников, Number: none, Confidence: none, Bbox: none
Text: бестии, Number: none, Confidence: none, Bbox: none
Text: чуемый, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: шло, Number: none, Confidence: none, Bbox: none
Text: дать, Number: none, Confidence: none, Bbox: none
Text: десницы, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: мало, Number: none, Confidence: none, Bbox: none
Text: эффективен, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: неиз, Number: none, Confidence: none, Bbox: none
Text: утвержфепарат, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: ярусные, Number: none, Confidence: none, Bbox: none
Text: рус, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: микроскопия, Number: none, Confidence: none, Bbox: none
Text: условия, Number: none, Confidence: none, Bbox: none
Text: высокая, Number: none, Confidence: none, Bbox: none
Text: разработку, Number: none, Confidence: none, Bbox: none
Text: препаратов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: подавленность, Number: none, Confidence: none, Bbox: none
Text: вы, Number: none, Confidence: none, Bbox: none
Text: неизвестно, Number: none, Confidence: none, Bbox: none
Text: сил, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: На, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: рефлекторный, Number: none, Confidence: none, Bbox: none
Text: рефлекса, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: стоноотдерасположен, Number: none, Confidence: none, Bbox: none
Text: гипофизе, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Безусловный, Number: none, Confidence: none, Bbox: none
Text: наследуй, Number: none, Confidence: none, Bbox: none
Text: ау, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: безусловная, Number: none, Confidence: none, Bbox: none
Text: реакция, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: резервисте, Number: none, Confidence: none, Bbox: none
Text: передается, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: характерна, Number: none, Confidence: none, Bbox: none
Text: животного, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: Инсти, Number: none, Confidence: none, Bbox: none
Text: н, Number: none, Confidence: none, Bbox: none
Text: ют, Number: none, Confidence: none, Bbox: none
Text: необходим, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: характере, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: продолжение, Number: none, Confidence: none, Bbox: none
Text: животным, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: вкусовой, Number: none, Confidence: none, Bbox: none
Text: рецептор, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: into, Number: none, Confidence: none, Bbox: none
Text: oque, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: выделению, Number: none, Confidence: none, Bbox: none
Text: железа, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: unic, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: выделению, Number: none, Confidence: none, Bbox: none
Text: железа, Number: none, Confidence: none, Bbox: none
Text: 3, Number: none, Confidence: none, Bbox: none
Text: hia, Number: none, Confidence: none, Bbox: none
Text: unic, Number: none, Confidence: none, Bbox: none
