Text: мазание, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: бахус, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: торам, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: кисти, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: канами, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: пистик, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: шкертикна-, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: арабинозе, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: развитие, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: кисти, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: моришь, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: к, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: б, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: спр, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: Ла, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: худо, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: море, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: к, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: гиперон, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: паханая, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: развалка, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: бр, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: о, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: аманат, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: к, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: ликер, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: дамах, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: х, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: о, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: аллаху, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: а, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: рафа, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: нет, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: гамом, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: в, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: пистик, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: гиперон, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: (ax)(ax);, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: (ax), Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: ааанализмия, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: пистик, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -гипертика,, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: Второе, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: опрашивание, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: f2:aaxx-, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: о, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: норм, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разв, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: кисти, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: нахло, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: море, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: раз, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: кисти, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: гиперон, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: да, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: рождение, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: в, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: браке, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: револю, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: перевальным, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: вита, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: пистик, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: шкертрихозум, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: возможно, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: Его, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: генетик, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: maxx, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: возна, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: x-храносьма, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: досталась, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: ему, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: от, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: материал, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: второго, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: у, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: разослана, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: киселем, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: учена, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: вых, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: овца, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: Джон, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: передается, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: по, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: служакой, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: слыши, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: в, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: 100%, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: случаях, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: второго, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: У-, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: храносана, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: с, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: числелем, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: чена, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: интертрикоза, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: -ых, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: ожца., Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: Джон, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: 144, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: перегается, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: по, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: служской, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: слыши, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: в, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: 100%, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
Text: случаях, Number: 28, Confidence: 0.91, Bbox: [729.2301635742188, 55.63860321044922, 2284.694580078125, 2582.1533203125]
