Text: с, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: кровно, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: едучи, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: успевает, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: циркулировать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: стать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: обмен, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: веществ, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: не, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: успевает, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: происходить, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: и, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: ноги, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: отекают, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: К, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: тому, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: же, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: вертим, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: становится, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: тяжелее, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: транспортировать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: кровь, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: от, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: ног, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: к, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: бомбомет, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: древние, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: предки, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: сумчатых, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: обитали, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: теплых, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: ментах, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: поскольку, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: они, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: имели, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: большие, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: усил, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: которые, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: увеличивают, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: а, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: ширения, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: поскольку, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: жарких, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: шестых, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: группы, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: обеспечивать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: по, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: конституции, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: отдачу, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: тепла, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: чтобы, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: избежать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: перегреби, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: вытянутая, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: Гордий, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: и, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: длинный, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: хвост, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: также, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: обеспечивает, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: сигнарант, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: отдачу, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: тепля, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: во, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: избежание, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: перегрева, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: мишенькин, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: размеры, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: чтобы, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: песках, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: или, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: др, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: местах, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: строить, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: поры, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: Можно, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: соблюдать, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: биогеографическую, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: закономерность, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [19.521528244018555, 428.46978759765625, 2298.693603515625, 1392.0743408203125]
