Text: 221), Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: рисунке, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: а, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: водилктарный, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: центр, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: расположен, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: продолговат, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: мозге, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Инстинкт, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: отличие, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: от, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: безусловного, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: рефлекса, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: животные, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: способно, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: контрастировать, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: сетчатка, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: глаза, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: о, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: продолговат, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: мозг, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: слюнные, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: железы, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: сиюнные, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: железы., Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
