Text: полушарий, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: жираф, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: больше, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: человека, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: и, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: его, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: шел, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: очень, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: блинная, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: -с, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: сенная, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: артерия, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: находится, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: в, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: их, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: чтобы, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: поставлять, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: кровь, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: достаточно, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: выстроил, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: такого, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: размера, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: и, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: в, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: достаточном, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: объеме, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: Францу, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: нужно, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: увеличить, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: давлены, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: дольками, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: повышенным, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: -с, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: под, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: довольных, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: давлением, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: кровь, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: стремится, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: выйти, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: из, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: капилляров, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: чтобы, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: сбалансировать, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: такое, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: детальное, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: чтобы, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: кровь, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: не, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: поступать, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: из, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: пилад, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: в, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: слишком, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: большом, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: количество, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: и, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: чтобы, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: кайсу, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: жировать, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: большую, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: масса, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: генеза, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: давя, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: В, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: -с, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: выходит, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: и, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: накапливается, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: скорость, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: ток, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: что, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: приводит, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: к, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: отечности, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: -с, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: воскл, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: нижние, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: античности, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: нижние, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
Text: каничности, Number: 25, Confidence: 0.56, Bbox: [6.9437103271484375, 391.5786437988281, 2287.37158203125, 2590.0]
