Text: борьбе, Number: 22, Confidence: 0.38, Bbox: [42.660888671875, 1.3685743808746338, 2310.0, 489.6749572753906]
Text: быстро, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: потомстве, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: закр, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: закрепляется, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: переду, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: гнедую, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: выеден, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: способность, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: вируса, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: неприятие, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: бедн, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: кий, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: матерьял, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: клетки, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: несть, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: свой, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: пережим, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: гилее, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: человека, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: цели, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: последующей, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: проводить, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: репликой, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: мощи, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: и, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: синтез, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: позволяет, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: лет, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: вирусу, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: быстрее, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: заковать, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: так, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: клепки, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: Задание, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: дано, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: решение, Number: 24, Confidence: 0.34, Bbox: [22.749099731445312, 14.715988159179688, 2300.599609375, 1505.3333740234375]
Text: -с, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: фенилкетонурия, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: анбар, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: доковый, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: -с, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: по, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: условию, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: задолби, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: сказано, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: что, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: популяция, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: равновесие, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: весна, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: то, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: справедливость, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: следу, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: суховей, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: морщин, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: улы, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: гим, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: p+q=1, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: (p-annель, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: генов, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: ении, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: на, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: фени, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: микстур, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: учена, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: здор, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: человека, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: клекоте, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: aa+2aat, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: aa=1, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: свово, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: раздорожье, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: да-с, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: -с, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: здоровья, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: фенисиканция, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: АА-, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: здоровье, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: да-, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: -, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: здоровь-, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: ая-, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
Text: фенисиканция, Number: 27, Confidence: 0.65, Bbox: [0.0, 1513.18701171875, 2310.0, 2588.24609375]
