Text: вникание, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: препарата, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: аптеки, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: не, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: имеют, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: отношения, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: к, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: исследуемому, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: лекарственному, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: средству, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: -с, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: Правильным, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: отрицательным, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: контролем, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: будет, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: человека, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: вирусом, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: и, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: не, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: давать, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: никаких, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: Заразить, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: клетку, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: препаратов, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: -с, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: Условия, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: содержания, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: клетка, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: и, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: остальные, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: параметры, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: оставить, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: неизменными, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: -с, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: Такой, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: контроль, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: позволит, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: выяснить, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: действительно, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: ли, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: лекарственное, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: средство, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: помогает, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: в, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: борьбе, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: с, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: вирусом, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: Задание, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: -с, Number: 22, Confidence: 0.30, Bbox: [23.425142288208008, 55.37974548339844, 2295.773681640625, 1947.3104248046875]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: Нельзя, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: утверждать, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: что, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: препарат, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: разрушает, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: пр, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: вирусные, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: частицы, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: После, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: внесения, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: лекарства, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: в, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: клетка, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: человека, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: количест, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: во, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: вирусных, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: частиц, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: в, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: образце, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: не, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: стало, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: уменьшаться, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: следовательно, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: лекарство, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: их, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: не, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: разрушило, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: скиаскопия, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: разрушило., Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
Text: шкраскопия, Number: 24, Confidence: 0.34, Bbox: [38.018001556396484, 1762.726318359375, 2291.849853515625, 2590.0]
