Text: находятся, Number: 22, Confidence: 0.39, Bbox: [0.0, 36.58390808105469, 2256.556640625, 414.262451171875]
Text: лест, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: общего, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: предла, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: имеют, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: спешные, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: критерии, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: биохимии, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: чешские, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: физиологические, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: морфологические, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: тади, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: которые, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: определяют, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: направление, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: их, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: расселения, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: раньше, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: был, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: один, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: материк, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: где, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: вклад, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: южная, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: Америка, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: и, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: Австралия, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: находились, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: рядом, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: имели, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: изгибного, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: границы, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: которую, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: могли, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: переве, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: сумчатые, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: млекопитающие, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: сумчатые, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: млеко-, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
Text: питающие, Number: 25, Confidence: 0.32, Bbox: [2.1370582580566406, 300.2337341308594, 2280.711669921875, 2590.0]
