Text: анурией, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: территории, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Австралии, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: и, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Южной, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: америки, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Они, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: могли, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: томас, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: обитать, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: точк, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: как, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: об, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: этом, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: говорит, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: современное, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: распрост, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: ранение, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сумчатых, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: животных, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: -с, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Материны, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: на, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Земле, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: не, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: всегда, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: были, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: расположены, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: так, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: как, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: мы, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сейчас, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: можем, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: наблюдать, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: так, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: аметропия, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: отдели, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: лаюсь, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: от, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: остальных, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: материков, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: самой, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: первой, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: из-за, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: чего, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: е, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: животный, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: и, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: растительный, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: мир, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: развивались, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: самобытно, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: в, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: время, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: развития, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: первых, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сумчатых, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Это, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: произошло, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: как, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: род, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: в, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: результате, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: чего, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: в, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: последующем, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: млопонитающиеся,, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: Австралия, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: стала, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: центром, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: их, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: развития, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: и, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: распространением, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: обстоять, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: большинство, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: представителей, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сумчатых, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: контуру, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: другие, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сумчатые, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: грызуны, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: до, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: неравного, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: времени, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: другие, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: сумкатые, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: грозуны,, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: до, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: недавного, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
Text: времени, Number: 22, Confidence: 0.38, Bbox: [56.969696044921875, 35.646968841552734, 2287.078369140625, 632.1226806640625]
