Text: частота, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: аномии, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: а, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: -с, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: из, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: ав, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: ам, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: вр, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: мест, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: -с, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: ехав, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: х, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: аль, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: аномии, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: в, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: р, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: нити, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: харь, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: норма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: норма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: а, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: верстан, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: гопака, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: ве, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: а, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: зас, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: х, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: о, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: акое, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: и, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: в, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: р, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: кист, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: Борна, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: -с, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: алом, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: приперт, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: слом/корча), Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: он, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: ав, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: наврав, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: прозвав, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: за, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: скипетр, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: джиорна, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: Борна, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: откорма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: космопорта, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: тиорна, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: иорна, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: /порма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: шом/корма, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
Text: корма/порта, Number: 28, Confidence: 0.81, Bbox: [35.05422592163086, 24.715972900390625, 2292.137451171875, 2590.0]
