Text: мантии, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: здор, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: норм, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: х, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: АВ, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: здор, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: коричн, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: х, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: Жаном, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: к, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: новые, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: канал, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: к, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: норм, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: х, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: 9, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: -, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: аном, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: к, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: +, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: новые, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: -анал, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: к, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
Text: норм, Number: 28, Confidence: 0.42, Bbox: [701.8500366210938, 886.5921630859375, 2310.0, 2590.0]
