Text: После, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: сгнием, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: идет, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: по, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: двигательному, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: ней, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: рощ, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: к, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: илюшей, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: ржище, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: рабочему, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: органу, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: в, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: ответ, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: на, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: условий, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: раздражитель, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: выделяется, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: блюла, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: познакомив, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: связь, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: между, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: приемом, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: пищи, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: выделяется, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: слюла., Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: Познакомая, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: связь, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: между, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: приемом, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
Text: пищи, Number: 23, Confidence: 0.32, Bbox: [17.72014617919922, 1546.935302734375, 2272.490966796875, 2582.3681640625]
