Text: Вирусом, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: рисунке, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: а, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Рефлекторный, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: центр, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: расположен, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: в, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: затылочной, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: дале, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: головного, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: мозга, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Инстинкты, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: побуждают, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: действие, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: животного, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: а, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: рефлексы, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: вызывают, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: реакцию, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: на, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: раздражитель, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Задание, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: -де, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Так, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: как, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: жираф, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: больше, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: выше, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: человека, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: ведь, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: а, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Кровь, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: нужно, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: толкать, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: сильнее, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: чтобы, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: обеспечить, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: кровью, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: мозг, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: другие, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: сарганы, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: артериальное, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: давление, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: у, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: жирафа, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: больше, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: чел, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: у, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: человека, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: поэтому, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: соединительная, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: ткань, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: вокруг, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: капиталов, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: имеет, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: большую, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: плотность, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: чтобы, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: сохранить, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: их, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: размер, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: неб, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: не, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: допустить, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: отеков, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: Потому, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: что, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: капилляры, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: становятся, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: больше, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: а, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: пове, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: вооб, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: кровать, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: дуже, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: воображение, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
Text: дуги, Number: 22, Confidence: 0.37, Bbox: [95.32510375976562, 19.225744247436523, 2296.58251953125, 625.0185546875]
