Text: сейчас, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: а, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: поскольку, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: у, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: кадя, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: чей, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: афа, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: высокое, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: артериальная, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: давншрафа, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: то, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: риск, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: того, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: что, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: они, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: поэтому, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: у, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: них, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: в, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: в, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: конечности, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: соединительном, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: ткань, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: вдруг, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: могут, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: полопаться, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: веск, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: карбидов, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: плотнее, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: -с, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: при, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: квашенном, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: артериальном, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: давлении, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: поликарп, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: в, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: них, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: а, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: также, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: увеличиваются, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: и, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: поступ, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: знающая, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: из, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: артерий, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: кровь, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: быстрым, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: за, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: ком, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: а, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: вывоженное, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: давлением, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: видает, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: распар, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: меры, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: -с, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: при, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: высоком, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: артериальном, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: давлении, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: может, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: 5), Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: при, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: высоком, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: артериальном, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: давлении, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
Text: может, Number: 25, Confidence: 0.39, Bbox: [7.91343879699707, 177.4620361328125, 2299.412841796875, 2453.81787109375]
