Text: негроид, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: в, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: размере, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: поэтому, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: казнимой, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: отк, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: -де, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [48.934486389160156, 586.7373657226562, 2308.506103515625, 2057.86572265625]
Text: Мне, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: кажется, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: что, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: предки, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: сумчатых, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: могли, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: обитать, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: в, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: Северной, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: америке, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: секс, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: как, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: а, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: сделала, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: такой, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: вывод, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: так, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: таз, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: можно, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: заметить, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: что, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: у, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: животных, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: из, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: Австралии, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: больше, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: выступ, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: бьющих, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: консулами, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: ана, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: Донецка, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: больше, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: по, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: размеру, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: игральных, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: размеру), Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
Text: цифральных, Number: 22, Confidence: 0.53, Bbox: [58.12566375732422, 2.321383237838745, 2301.26416015625, 611.5983276367188]
