Text: л, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: илимунодеорщита, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: человека, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: но, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: и, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: других, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: вирусных, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: частиц, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: Цель, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: исследованияизучить, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: лекарственного, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: препарата, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: против, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: конкретного, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: вируса, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: вирус, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: иммунодефицита, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: человека, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: следовательно, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: улетать, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: такого, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: отрицательного, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: льна, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: размера, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: no24., Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: рисунок, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: г, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: реакторный, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: центр, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: безусловного, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: мочеотделительного, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: рефлекса, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: расположен, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: в, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: мозге, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: продолговатый, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: отдел, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: Безусловный, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: рефлекс, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: является, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: ответной, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: реакцией, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: организма, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: на, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: условия, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: окружающей, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: среды, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: передается, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: помощью, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: Сигналом, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: является, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: нервного, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: импульса, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: за, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: очень, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: быстрое, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: время, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: Характерна, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: Обеспечивается, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: зидоспецифичность, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: удос, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: Инстинкт, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: направлен, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: на, Number: 22, Confidence: 0.33, Bbox: [8.55514907836914, 39.433197021484375, 2310.0, 1938.8045654296875]
Text: сохранение, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: жизни, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: организма, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: видоспецифичность, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: не, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: характерна, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: Зрительные, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: рецепторы, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: на, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: сетчатке, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: глаза, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -с, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: Зрительный, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: нерв, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -де, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: Затылочная, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: доля, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: коры, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: больших, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: полушарий, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: зрительной, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: центр, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: -де, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: продолговатый, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: отдел, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: головного, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: сдирка, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: центр, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: отдел, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: головного, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: сирка, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
Text: (центр, Number: 22, Confidence: 0.84, Bbox: [4.262507438659668, 40.2261962890625, 2307.286865234375, 1132.304931640625]
