Text: 1/22., Number: 22, Confidence: 0.42, Bbox: [29.287479400634766, 54.54957580566406, 2267.489990234375, 701.7991943359375]
Text: слюноотделения, Number: 22, Confidence: 0.36, Bbox: [13.969425201416016, 719.2227172851562, 2246.445556640625, 1528.2623291015625]
Text: с, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: отсутствием, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: раздражителя, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: изображен, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: на, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рисунке, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: а, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлекторный, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: центр, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: безусловного, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: слюноотделительного, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлекса, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: расположен, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: под, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: цифрой, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: Инстинкты, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: присущи, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: всем, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: типам, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: и, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: классам, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: классам, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: живот, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: иных, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: они, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: проявляются, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: у, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: каждого, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: вида, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: живых, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: организа, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: мов, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: кроме, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: простейших, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: и, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: прокариот, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: ровные, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлексы, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: же, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: сформировались, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: в, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: постоянных, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: условиях, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: среды, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: и, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: они, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: характерны, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: для, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: всех, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: особей, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: одного, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: вида, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: но, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: если, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: взять, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: другой, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: то, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: данный, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлекс, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: будет, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: проявляться, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: вид, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: потому, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: понятие, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: инстинкта, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: шире, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: понятия, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: по, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: другому, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: условного, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлекса, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: понятия, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: по-, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: другому., Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: условного, Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
Text: рефлекса., Number: 22, Confidence: 0.52, Bbox: [28.2853946685791, 1553.7685546875, 2260.427734375, 2587.283203125]
