Text: Данный, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: увеличивалось, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: сравнению, Number: none, Confidence: none, Bbox: none
Text: со, Number: none, Confidence: none, Bbox: none
Text: вторыми, Number: none, Confidence: none, Bbox: none
Text: сутками, Number: none, Confidence: none, Bbox: none
Text: до, Number: none, Confidence: none, Bbox: none
Text: внесения, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: По, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: третьи, Number: none, Confidence: none, Bbox: none
Text: сутки, Number: none, Confidence: none, Bbox: none
Text: опыта, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: снизилось, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: сравнению, Number: none, Confidence: none, Bbox: none
Text: со, Number: none, Confidence: none, Bbox: none
Text: вторым, Number: none, Confidence: none, Bbox: none
Text: днем, Number: none, Confidence: none, Bbox: none
Text: до, Number: none, Confidence: none, Bbox: none
Text: внесения, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: Следовательно, Number: none, Confidence: none, Bbox: none
Text: можно, Number: none, Confidence: none, Bbox: none
Text: сделать, Number: none, Confidence: none, Bbox: none
Text: вывод, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: эффективность, Number: none, Confidence: none, Bbox: none
Text: тестируемого, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: разрушении, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: очень, Number: none, Confidence: none, Bbox: none
Text: низка, Number: none, Confidence: none, Bbox: none
Text: низкая, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: очень, Number: none, Confidence: none, Bbox: none
Text: низка, Number: none, Confidence: none, Bbox: none
Text: изкая., Number: none, Confidence: none, Bbox: none
