Text: внимание, Number: none, Confidence: none, Bbox: none
Text: дружин, Number: none, Confidence: none, Bbox: none
Text: пруссии, Number: none, Confidence: none, Bbox: none
Text: сформировалось, Number: none, Confidence: none, Bbox: none
Text: множество, Number: none, Confidence: none, Bbox: none
Text: подвидов, Number: none, Confidence: none, Bbox: none
Text: сужать, Number: none, Confidence: none, Bbox: none
Text: изначально, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: небными, Number: none, Confidence: none, Bbox: none
Text: признаками, Number: none, Confidence: none, Bbox: none
Text: имевшие, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: общего, Number: none, Confidence: none, Bbox: none
Text: професс, Number: none, Confidence: none, Bbox: none
Text: Можно, Number: none, Confidence: none, Bbox: none
Text: проследить, Number: none, Confidence: none, Bbox: none
Text: закономерность, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: чем, Number: none, Confidence: none, Bbox: none
Text: какие, Number: none, Confidence: none, Bbox: none
Text: проживают, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: тем, Number: none, Confidence: none, Bbox: none
Text: больше, Number: none, Confidence: none, Bbox: none
Text: они, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: размерах, Number: none, Confidence: none, Bbox: none
Text: Это, Number: none, Confidence: none, Bbox: none
Text: связано, Number: none, Confidence: none, Bbox: none
Text: территорию, Number: none, Confidence: none, Bbox: none
Text: самок, Number: none, Confidence: none, Bbox: none
Text: Также, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: уменьшением, Number: none, Confidence: none, Bbox: none
Text: потенции, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: хроматизме, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: это, Number: none, Confidence: none, Bbox: none
Text: связано, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: тем, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ж, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: сжираем, Number: none, Confidence: none, Bbox: none
Text: мамаше, Number: none, Confidence: none, Bbox: none
Text: животным, Number: none, Confidence: none, Bbox: none
Text: приходимся, Number: none, Confidence: none, Bbox: none
Text: активнее, Number: none, Confidence: none, Bbox: none
Text: приходимся, Number: none, Confidence: none, Bbox: none
Text: активнее, Number: none, Confidence: none, Bbox: none
