Text: сформировались, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: для, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: того, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: что, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: чтобы, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: тканях, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: конечностей, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: вая, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: мякну, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: проходить, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: газообмен, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: эта, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: ткань, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: стала, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: более, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: плотная, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: чем, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: у, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: у, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: не, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: человека, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: Из-за, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: повышенного, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: артериального, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: давления, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: газовом, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: нижних, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: конечностях, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: происходил, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: один, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: один, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: хуже, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: и, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: возникает, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: отечность, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: По, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: схеме, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: можно, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: предположить, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: что, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: наиболее, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: древние, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: потолки, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: современных, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: сумчатых, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: обитали, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: года, Number: 22, Confidence: 0.61, Bbox: [17.235280990600586, 235.94589233398438, 2300.01513671875, 1164.849365234375]
Text: Южной, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: Америке, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: поскольку, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: на, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: филогенетическом, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: древе, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: сумчатых, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: животных, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: предок, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: сумчатых, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: млекопитающих, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: обозначен, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: темным, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: цветоносная, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: Биографическую, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: закономерность, Number: 25, Confidence: 0.42, Bbox: [22.60904884338379, 1431.9505615234375, 2273.41455078125, 2182.761474609375]
Text: в, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: расселении, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: сум, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: зачатых, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: можно, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: наблюдать, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: потому, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: что, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: существует, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: теория, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: образования, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: современных, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: глагодьиков., Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: Изначально, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: они, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: были, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: единым, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: целым, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: затем, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: материк, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: раскололся, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: на, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: пародию, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: и, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: головану, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: которые, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: затем, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: расковались, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: на, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: современные, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: материки, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: Сумчатые, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: обитавшие, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: когда-то, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: на, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: одном, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: материке, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: оказались, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: на, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: разных, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: на, Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
Text: разных., Number: 25, Confidence: 0.36, Bbox: [26.425472259521484, 1673.848388671875, 2288.1357421875, 2180.3369140625]
