Text: низание, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нормальное, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: развитие, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: нет, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: гипертрихоза, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: нет, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: гипертрихоза, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: -с, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: -де, Number: 28, Confidence: 0.38, Bbox: [24.04931640625, 45.08366775512695, 2264.099853515625, 905.5469360351562]
Text: а, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: -де, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: комме, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: илие, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: тия, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: кисты, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нет, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипс, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипюр, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: рыбхоза, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: за, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нормальное, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: развитие, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нет, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипюр, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: года, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: за, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: хаза, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: аномальное, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: развитие, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нет, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипсе, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: ретро, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: хозар, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: ха, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: Ув, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нормальное, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: разбит, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: извитием, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: в, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нет, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: за, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: В, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: первом, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: браке, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: возможно, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: рождение, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: ребенка, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: с, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нормальным, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: развитием, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: и, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: Сын, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: Сын, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: гипертрихозом, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: ад, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: ауди, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: Одну, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: получил, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: а, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: несущую, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: аллель, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: нормального, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: х, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: хромосому, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: несущую, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: аллель, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: кормального, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: Х-, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
Text: хромосому,, Number: 28, Confidence: 0.79, Bbox: [0.0, 933.9019165039062, 2257.189453125, 2590.0]
