Text: ние, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: бокль, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: и, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: лтд, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: а, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: инстинкт, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: враждебная, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: организма, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: которая, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: помогает, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: сохранить, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: там, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: жизнь, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: и, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: сделать, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: то, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: что, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: нужно, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: сделать, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: стечение, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: жизни, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: инстинкт, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: самосохранения, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: охотничий, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: инстинкт, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: инстинкты, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: размножения, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: -с, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: морг, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: рефлекторный, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: центр, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: арат, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: -де, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: размер, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: жирандоль, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: во, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: много, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: раз, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: превышает, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: размер, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: человека, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: привышает, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: размер, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
Text: человека,, Number: 25, Confidence: 0.42, Bbox: [14.944093704223633, 680.6843872070312, 2288.227783203125, 2590.0]
