Text: Сл, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: на, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: вирусных, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: частиц, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: в, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: образце, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: no23, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Нельзя, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: утверждать, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: что, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: исследуемый, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: препарат, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: разрушает, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: вирусные, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: части, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: цы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Их, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: количество, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: практически, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: не, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: изменялось, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: на, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: протяжении, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: всего, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: эксперимента, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: методмикрофория, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Причины, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Особенности, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: жизн, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: цикля, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: очереди, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: часто, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: мутируют, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: образовывая, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ковыле, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: штаммы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: которые, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: могут, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: иметь, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: устойчивость, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: к, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ранее, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: разработанным, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: препаратам, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Вирусы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: синтезируют, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: свой, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: генетический, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: код, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: на, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: матриц, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: зараженной, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: клет, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ки, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: которая, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: может, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: различаться, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: у, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: разных, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: особей, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: что, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: приводит, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: к, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: образованию, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: разнообразные, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: генома, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: затрудне, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: трунящего, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: создание, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: лекарственного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: препарата, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -де, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: На, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рисунке, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: а, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: В, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: коре, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: больших, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: полушарий, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: в, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: беленной, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: доле, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Возможные, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рефлексы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: обеспечивают, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ответ, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: на, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: внешние, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: раздражители, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: а, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: инСтинкты, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: отвечают, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: за, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: процессы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: доводимые, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: организму, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: для, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: выжег, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: вживания, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Элементы, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рефлекторной, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: душ, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: условного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: слюноотделительного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рефлекса, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Сигнал, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: от, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: безграничного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: раздражителя, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ап, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: восприятие, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: сигнала, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: моргании, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: зрения, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -де, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Передача, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: сигнала, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: в, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: зрительный, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: центр, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: ап, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: возбуждение, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: под, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: действием, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: сигнала, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: из, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: зрительного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: центра, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
