Text: давав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: у, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: не, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ув, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: снетком, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: за, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: русскую, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: -де, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: панамам, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: дистих, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: до, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ехав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ходов, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: сам, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: зав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: завив, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: д, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: зов, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: окном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Жаном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: -с, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гущ, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кр, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: -с, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ехав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: в, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: х, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ив, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: д, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: аномии, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: насти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нар, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: зовут, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: жбаном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: охв, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ехав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Жаном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ехав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гусь, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: -с, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: да, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: возможно, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: т, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: к, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: при, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: красивеговоре, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: положится, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: галеты, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ана, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кот, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: который, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: шут, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: он, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нормальной, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: книги, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: оком, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: -с, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Р, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: слизав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: до, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Ворах, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: капом, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: омом, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертрихоз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вап, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: пап, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: ск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: рапа, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: искл, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
