Text: липка, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: на, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: кош, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: надбила, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: защита, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: результате, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: безопасное, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: от, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: хищники, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: енолов, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: за, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: года, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: за, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: за, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: с, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: окруж, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: среду, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: строения, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: таила, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: жирафа, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: он, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: иначе, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: воспринимает, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: до, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: ляду, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: давление, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: авиение),, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: поэтому, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: году, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: году, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: артериальное, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: давление, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: давление, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: него, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: выше, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: чем, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: у, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: линовка, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: В, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: результате, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: сравнительно-анатомического, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: исследовав, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: довольная, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: можно, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: работать, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: биограф, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: блогер, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: первенца, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: о, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: закономерность, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: Демина, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: конечностей, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: года, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: устройство, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: черепа, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: устрой, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: д, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: черепа, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: и, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: тади, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: В, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: форме, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: так, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: видно, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: проявление, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: разного, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: строения, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: Африка, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: имеет, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: за, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: суш, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: засуши, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: существуют, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: слитность, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: года, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: потому, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: дня, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: добычи, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: пищи, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: необходимо, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: вепри, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: повесть, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: посеву, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: многих, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: и, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: вытянут, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: нос, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: также, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: она, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: ширмы, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: пер, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: коротки, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: потом, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: конечности, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: естественный, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: отбор, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: два, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: движущий, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: 10000, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: а, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: 0,000, Number: 24, Confidence: 0.38, Bbox: [48.90385818481445, 914.2213134765625, 2297.3896484375, 2324.972412109375]
Text: а, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: частота, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: а, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: встречаемость, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: заболев, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: д-р, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: рецессивный, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: ген, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: заболев, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: ния, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: (д-, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: рщессивный, Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
Text: ген), Number: 22, Confidence: 0.54, Bbox: [55.12854766845703, 20.602964401245117, 2284.511962890625, 961.1660766601562]
