Text: имеет, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: тебя, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: пространстве, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: для, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: удержании, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: своего, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: повышенном, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: пятеро, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: термальном, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: кровоток, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: конечности, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: пап, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: прил, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: вр, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: п, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: м, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: ср, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: р, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: д, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: д, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: двушки, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: зоркость, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: no28, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: рано, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: сти, Number: 22, Confidence: 0.94, Bbox: [0.0, 10.621688842773438, 2218.27099609375, 1123.8358154296875]
Text: без, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: канадцами, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: в, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кисти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: листик, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кисти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: гл, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: гипертрихоз, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: ав, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: А, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: х, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: апрошами, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кисти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кисти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: ти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: -с, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: до, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: Ав, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: fill, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: зав, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кисти, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: без, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: широтных, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: впер, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: протри, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: без, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: полом, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: а, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: в, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кост, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: а, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: в, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
Text: кост, Number: 28, Confidence: 0.53, Bbox: [0.0, 1092.39990234375, 2225.77685546875, 2584.5361328125]
