Text: Продолжение, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: сложные, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: железы, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: вожделение, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: слюны, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: no26, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Наиболее, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: древние, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: предки, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: современных, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: сумчатых, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: обитали, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: в, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: австралиек, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Потому, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: что, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: там, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: были, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: комфортные, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: условия, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: для, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: их, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: развития, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: и, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: размножения, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Частота, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: встречаемость, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: 0,0001, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: (p2), Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: 10000, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Частота, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: встречаемость, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: аллели, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -де, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: ар, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Частота, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: встречаемость, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: аллели, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: д, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: Частота, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: встречаемость, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: генотипа, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: д, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: от, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: no28, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: дано, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: аномии, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: разв, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кисти, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: харь, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: норм, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кисти, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: акром, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: разв, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоз, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоз, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: а, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: норм, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кисть, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоз, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоз, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: норм, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоза, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: разв, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кис, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: гипертрихоза, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кисть;, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: липертрихоза, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: -аном., Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: разв, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: кис.;, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: без, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
Text: липертрикоза, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.533971786499023, 2296.745361328125, 1033.3428955078125]
