Text: условиях, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: в, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: тканях, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: к, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: фото-, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: кам, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: -де, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: вероятно, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: древние, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: предки, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: сумчатых, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: существовали, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: и, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: обитали, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: Южной, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: Америке, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: и, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: потом, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: вследствие, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: обитали, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: Южной, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: Америке, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: и, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: потом,, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
Text: вследствие, Number: 22, Confidence: 0.43, Bbox: [53.526493072509766, 9.988993644714355, 2270.520751953125, 509.70098876953125]
