Text: no22-д, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: отрицательного, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: контроля, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: необходимо, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: было, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: исключить, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: влия, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: имение, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: любых, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: препаратов, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: Остальные, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: параметры, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: на, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: клетки, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: и, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вирусные, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: частицы, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: без, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: из, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: и, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: условия, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: нужно, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: но, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: оставить, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вменение, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -де, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: да, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: можно, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: утверждать, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: что, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: тестируемый, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: препарат, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: разрушает, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вирусные, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: частицы, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: часа, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: после, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: внесения, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: препарата, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: в, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: в, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: результате, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: каждого, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: опыта, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: количество, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вирусных, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: частиц, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: уменьшилось, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: (5,6-, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: 5,4;, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: а, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: микроскопирование, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: метод, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: ужение, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: встраивать, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: свой, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: генетический, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: в, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: клетку, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: хозяина, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: для, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: синтеза, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вирусного, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: белка, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: способность, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: эволюционировать, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: те, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: вырабатывать, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: защитные, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: механизм, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: против, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: лекарств, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: производить, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: штаммы, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: no24., Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: безусловный, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: рефлекс, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: и, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: отсутствие, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: безразличного, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: раздражителя, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: представлены, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: на, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: рисунке, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: года, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: -с, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: центр, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: слюноотделительного, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: рефлекс, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: находится, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: в, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: коре, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: головного, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: визга, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: -с, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: Инстинкт, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: подразумевает, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: определенное, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: поведение, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: которое, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: будет, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: исполнятся, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: независимо, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: ни, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: от, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: че, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: чего, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: безусловный, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: рефлекс, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: нуждается, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: а, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: раздражителе, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: только, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: при, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: таком, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: условии, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: он, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: беда, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: условия, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: он, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: бу, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: выполняться, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: зрительный, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: анализатор, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: центр, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: условного, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: рефлекса, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: центр, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: безусловного, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: рефлекса, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: n2s., Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: -с, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: галоевысокое, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: артериальное, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: давление, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: наблюдается, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: из-за, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: большого, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: по, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: сравнению, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: с, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: человеком, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: размера, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: жирафа, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: Для, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: того, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: чтобы, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: из-за, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: того, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: что, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: тела, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: уступлена, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: преодолевать, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: большое, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
