Text: кровь, Number: 22, Confidence: 0.35, Bbox: [30.214723587036133, 1.1188557147979736, 2305.54443359375, 442.9281311035156]
Text: накапливали, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: мутации, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: приспосабливались, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: к, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: условиям, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: новой, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: среды, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: обитания, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: -с, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: возникли, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: новые, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: виды, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: сумчатых, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: ав, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: Австралии, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: видав, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: сумчатых, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: стало, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: больше, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: поскольку, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: для, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: них, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: более, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: благо, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: приятные, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: условия, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: мало, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: естественных, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: врагов, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: рушников, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: много, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: ого, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: пищевых, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: мало, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: конкуренции, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: -с, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: задание, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: а, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: а, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: 90001, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: аба, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: д, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: а, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: -с, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: -де, Number: 23, Confidence: 0.35, Bbox: [4.474681854248047, 441.11944580078125, 2294.134521484375, 1985.6094970703125]
Text: частота, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: встречаемость, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: фенотипа, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: аба, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: в, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: популяции, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: человека, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: -де, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: говоров, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: а, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: 0,01, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: частота, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: встречаемость, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: аллея, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: а, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: в, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: человека, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: человека, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: 9.=, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: ГОООО1, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: =, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: 0,01, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: частота, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: встречаемости, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: аллеия, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: а, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: в, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: популяции, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
Text: человека, Number: 24, Confidence: 0.47, Bbox: [30.87273597717285, 1971.7369384765625, 2287.205322265625, 2590.0]
