Text: сумчатый, Number: 24, Confidence: 0.31, Bbox: [35.59293746948242, 38.22572708129883, 2304.596435546875, 930.6973876953125]
Text: рисунке, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: А, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: изображен, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: бездельной, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: продлен, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: потоотделения, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: отсутствует, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: буроземный, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: раздражитель, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: лампочка, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: не, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: горит, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: истица, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: поедаемая, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: собакой, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: раздражает, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: вкусовая, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: рецепторы, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: созывая, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: сложат, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: дисплее, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: Рефлекторный, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: центр, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: бездельного, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: слюноотделения, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: находит, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: водится, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: преподаватель, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: мозге, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: Безусловный, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: рефлекс, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: реакция, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: организма, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: тем, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: которая, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: передается, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: по, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: нажидству., Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: Инстинкт, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: комплекс, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: раций, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: организма, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: разраженведь, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: тель, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: который, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: может, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: по, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: наследству, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: выра, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: ботать, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: течении, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: жизни, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: условного, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: слюноотделительная, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: ом, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: Элементы, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: рефлекторной, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: душ, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: рефлекса, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: раздражитель, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: лампочка, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: глаз, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: воспринимаю, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: душ, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: рефлекса:, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: раздражитель, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: (лампочка)-, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: глаз,, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
Text: возспрынимаю-, Number: 24, Confidence: 0.43, Bbox: [56.810874938964844, 929.8818969726562, 2310.0, 2590.0]
