Text: иметь, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: контроля, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: необходимо, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: не, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: воздействовать, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: на, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: группу, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вируса, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: иммунодефицита, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: человека, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: лекарственным, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: остальные, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: параметры, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: необходимо, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: оставить, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: без, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: изменений, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: no23., Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: да, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: можно, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: считать, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: что, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: тестируемый, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: препарат, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: разрушай, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: препарат, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: разрушает, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вирусные, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: частицы, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: в, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: течение, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: эксперимента, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: можно, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: ть, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: что, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: относительно, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: постоянное, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: количество, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вирусных, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: частиц, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: в, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: образце, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: препарат, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: подавляет, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: размножение, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вируса, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: иммунодефицита, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: человеческа, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: что, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: человека, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: методцитогенетический, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: быстрое, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: размножение, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вирус, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: способен, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: к, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: мутации, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: вирус, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: реагирует, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: на, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: новый, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: раздражитель, Number: 22, Confidence: 0.53, Bbox: [0.0, 20.176576614379883, 2246.23681640625, 1159.79296875]
Text: производя, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: новые, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: клетки, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: адаптированные, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: к, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: новым, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: условиям, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: no26., Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: Раньше, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: существовал, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: единый, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: материк, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: ангел, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: который, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: под, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: дей, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: к, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: новым, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: условиям., Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: No26., Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: Раньше, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: существовал, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: единый, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: материк-, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: Пангел,, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: который,, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: под, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
Text: дей-, Number: 24, Confidence: 0.43, Bbox: [0.0, 2092.88671875, 2271.621337890625, 2590.0]
