Text: только, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: из-за, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: этого, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: артериальное, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: давление, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: в, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: норме, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: выше, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: чем, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: для, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: человека, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: за, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: роста, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: необходимо, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: жирафу, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: четь, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: больную, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: плотность, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: капилляров, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: вокруг, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: в, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: конечностей, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: При, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: повышенном, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: длительном, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: патологе, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: артериальном, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: давлении, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: соседн, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: расширяться, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: что, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: приводит, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: к, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: отладь, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: no26, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: ту, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: приколотую, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: что, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: наиболее, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: древние, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: предки, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: древн, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: современных, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: сумчатых, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: обитали, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: в, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: ватной, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: Америке, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: так, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: большое, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: генетическое, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: соответствие, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: имеет, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: и, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: обитатель, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: застыли, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: америки, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: а, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: что, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: ая, Number: 22, Confidence: 0.33, Bbox: [33.22913360595703, 42.325584411621094, 2301.976318359375, 1841.1185302734375]
Text: -де, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: =16000, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: имеет, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: значит, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: о, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: а, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: а, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: а, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: 0,0001, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: -с, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: по, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: форму, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: -с, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: равновесия, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: значит, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: -де, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: норм, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: ал, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: -с, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: Болезнь, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: либо, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: проявляется, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: либо, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: нет, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: значит, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: только, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: в, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: фенотипы, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: а, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: а, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: -с, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: по, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: форму, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: не, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: равновесия, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: чия, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: равновесия, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
Text: чия!, Number: 22, Confidence: 0.55, Bbox: [21.37824058532715, 27.38939666748047, 2289.90380859375, 1216.8070068359375]
