Text: Под, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: сетчатки, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: улавливают, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: свет, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: от, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: лампочки, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: и, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: пищу, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: гранулы, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: проводится, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: по, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: чувствител, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: жительстве, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: наибо, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: нужу, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: к, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: коре, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: больших, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: полушаре, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: где, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: находится, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: всюд, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: безголового, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: смокоотремния,, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: доме, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: по, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: встречному, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: наброшу, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: затем, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: предъясловского, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: шоро, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: где, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: образуется, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: временная, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: связь, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: даже, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: по, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: двигательному, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: нейрон, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: дома, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: к, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: слюнным, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: белугам, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: уе, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: происходит, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: выделение, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: слюны, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: ((25., Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [35.91971969604492, 29.860586166381836, 2286.93603515625, 795.4895629882812]
Text: Такое, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: высокое, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: премиальное, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: на, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: давление, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: вызвано, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: большим, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: размерами, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: животного, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: В, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: связи, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: с, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: этим, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: для, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: поддержания, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: постоянства, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: внутренней, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: седых, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: широкой, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: наблюда, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: высокой, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: которые, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: стимулирует, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: выработку, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: гормонов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: костери, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: будут, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: обеспеч, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: вать, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: высокое, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: артериальное, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: давление, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: У, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: графов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: вокруг, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: капилляров, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: со, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: свиньин, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: меня, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: соединительная, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ткань, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: имеет, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: кого, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: вещества, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ч, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: става, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: че, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: что, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: увеличив, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: чиваете, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: плотность, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: чивая, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: квасцов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: потому, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: что, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: Повышенное, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ное, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: артериальное, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: приводит, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: к, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: И, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: к, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: закупоре, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: видов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: панелью, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: сосудов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: рано, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ялся, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: от, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: отечность, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: носить, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: на, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: как, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: тией, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: вап, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: сущ, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: сумчатых, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: животных, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ответил, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: в, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: австралиек, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: потопов, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: философическому, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: дочку, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: что, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: умчаться, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: прожег, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: лились, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: в, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: больши, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: меди, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: на, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: территории, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: австралиек, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: дано, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: оторвана, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: отделилась, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: от, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: других, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: материков, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: и, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: оказалась, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: от, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: -с, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: в, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: процессе, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: эволюции, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: напри, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: со, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: сумчатые, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: животные, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: выполнялись, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: плацентарными, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: способствовало, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: о, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: такому, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: расселению, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: материков, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: тех, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: апо, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: австралиек, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: практичная, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: мучащих, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: no27., Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: тьех, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: (по, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: Австралии),, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: практивная, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: ручащих, Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
Text: No27., Number: 22, Confidence: 0.52, Bbox: [38.15928649902344, 1599.9527587890625, 2277.08544921875, 2472.845458984375]
