Text: рефлекс, Number: 24, Confidence: 0.33, Bbox: [0.0, 931.2382202148438, 2254.345458984375, 2590.0]
Text: отличии, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: от, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: человека, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: следовакапимиров, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: больше, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: порточков, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: уберечься, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: от, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: соединительная, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: повреждал, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: ткань, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: млей, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: плотность, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: поврежда, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: ткань, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: млей, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
Text: плотность, Number: 23, Confidence: 0.30, Bbox: [0.0, 946.2680053710938, 2256.37646484375, 2567.7578125]
