Text: ав, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Биологическая, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: закономерность, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: расселении, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: сумчатых, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: наблюдается, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: связи, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: том, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: что, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: ранее, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: они, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: поселяли, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: одни, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: территории, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: А, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: также, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: конвергенции, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: схождения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: признаков, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: резите, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: прогуливания, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: схожих, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: одних, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: тех, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: же, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: условиях, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Наиболее, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чревные, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: предки, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: сумчатые, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: современных, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: колбасе, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: берег, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: но, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: посетят, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: тертые, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: травах, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: территории, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: апогея, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: институт-реощия, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: на, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: изменения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: заполненная, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: генетически, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: т, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: есть, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: пропотевшая, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: рожден, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: видения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: при, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: опр, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: условиях, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: ребрпенс-сформирован, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: радия, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: на, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: определено, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: деление, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: а, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: условия, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: (столоотделения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: при, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: биде, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: пищи, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: года, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: хищник, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: а, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: зазеленев, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: слюноотделения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: отсутствия, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: по, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: безразличного, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: раздражителя, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: попочки, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Включение, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: зрительных, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: обонятельных, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: рецепторов, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чувствительный, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: передача, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: иризация, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: зрительный, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: центр, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: язычок, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: нейрон, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: буд, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: передана, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: информации, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: о, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: о, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: цензов, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: слободы, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: отделения, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: субъект, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: непри, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: одеж, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: вставочный, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: кедрон, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: судачат, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: нейронсыноседеление, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: грубы, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: no15, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: длительном, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: патологически, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: обыденном, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: оттепельном, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: давление, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: у, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: человека, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: базиликой, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: расширение, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: беге, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: других, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: вирш, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: пролежнях, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: сосудов, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: которое, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: может, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: при, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: бодрить, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: барино, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Каком, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: происходит, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: залой, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: накопление, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: жидкости, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: б, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: тканях, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: что, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: приводит, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: к, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: отсекам, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: вываживает, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: г, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Сердце, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: умирать, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: работы, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: эффективнее, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чем, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: человеческое, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: блоки, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: кровь, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: из, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: сердце, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: с, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: большой, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: для, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: того, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чтобы, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: соборе, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: пробою, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: обт, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: кислородом, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: все, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: органы, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: а, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: также, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: мозг, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: до, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: которого, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: путь, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: от, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: сердца, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: длиннее, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чем, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: у, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: человека, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: длинн, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: шей, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: В, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: конечностях, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: жирафов, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: больше, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: капните, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: роб, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чем, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
