Text: 24.), Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: рефлекса, Number: 22, Confidence: 0.41, Bbox: [49.055267333984375, 333.3420715332031, 2270.1181640625, 948.8621826171875]
Text: расположен, Number: 22, Confidence: 0.41, Bbox: [49.055267333984375, 333.3420715332031, 2270.1181640625, 948.8621826171875]
Text: в, Number: 22, Confidence: 0.41, Bbox: [49.055267333984375, 333.3420715332031, 2270.1181640625, 948.8621826171875]
Text: могилке, Number: 22, Confidence: 0.41, Bbox: [49.055267333984375, 333.3420715332031, 2270.1181640625, 948.8621826171875]
Text: -де, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: язык, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сложено, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: слюнная, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: железа, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: а, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: глаз, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -де, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Высокое, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: артериальное, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: давление, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: у, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: жирафов, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: в, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сонны, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: наблюдается, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: из-за, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: телосложения, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: и, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: размеров, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: данных, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: животных, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Так, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: как, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: у, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: жирафов, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: длинная, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: шея, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: то, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сердцу, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: нужно, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: доставить, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: очень, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: далеко, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: соответственно, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: давление, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: повышается, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: из-за, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сильной, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: нагрузки, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: чем, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: человек, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: гузки, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: на, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сердце, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сонных, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: артериях, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Большая, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: плотность, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: соединительной, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: ткани, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: вокруг, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: круг, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: капилляров, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: в, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: конечностях, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: психозов, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: объясняется, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: их, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: разговарив, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: повышенным, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: давлением, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Чем, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: выше, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: давление, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: теги, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: больше, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: плотность, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: так, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: как, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: организму, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: нужно, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: поддерживать, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: работу, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: капилляров, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: защищу, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: укающих, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: их, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: -с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Отечность, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: нижних, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: конечностей, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: людей, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: при, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: повышенном, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: долгое, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: время, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: артериального, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: давления, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: учили, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: возникает, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: из-за, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: частого, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: оттока, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: крови, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: от, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: ног, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: к, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: голове, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: и, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: верхним, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: конечностям, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: 26.), Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Наиболее, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: др, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: древние, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: предки, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: современных, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: сумчатых, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: обитали, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: в, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: Америке, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: так, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: как, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: африке, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: так, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: как, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: там, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: пр, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: похожий, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: климат, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: и, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: природные, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: условия, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: с, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: нынешними, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: территориями, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: а, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: также, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: близкое, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: расстояние, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: для, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: переселения, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
Text: обитания, Number: 22, Confidence: 0.72, Bbox: [27.528827667236328, 28.239946365356445, 2293.858642578125, 943.2109375]
