Text: -де, Number: none, Confidence: none, Bbox: none
Text: одном, Number: none, Confidence: none, Bbox: none
Text: уровне, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: Чего, Number: none, Confidence: none, Bbox: none
Text: можно, Number: none, Confidence: none, Bbox: none
Text: сделать, Number: none, Confidence: none, Bbox: none
Text: вывод, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: эффективно, Number: none, Confidence: none, Bbox: none
Text: справляется, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: подавлением, Number: none, Confidence: none, Bbox: none
Text: вируса, Number: none, Confidence: none, Bbox: none
Text: Метод, Number: none, Confidence: none, Bbox: none
Text: микроскопии, Number: none, Confidence: none, Bbox: none
Text: позволяет, Number: none, Confidence: none, Bbox: none
Text: увидеть, Number: none, Confidence: none, Bbox: none
Text: воздействие, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: целостность, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: Вирусы, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: проявляют, Number: none, Confidence: none, Bbox: none
Text: никаких, Number: none, Confidence: none, Bbox: none
Text: свойств, Number: none, Confidence: none, Bbox: none
Text: живого, Number: none, Confidence: none, Bbox: none
Text: до, Number: none, Confidence: none, Bbox: none
Text: попадания, Number: none, Confidence: none, Bbox: none
Text: организм, Number: none, Confidence: none, Bbox: none
Text: они, Number: none, Confidence: none, Bbox: none
Text: обладают, Number: none, Confidence: none, Bbox: none
Text: наследственностью, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: изменчивостью, Number: none, Confidence: none, Bbox: none
Text: вс, Number: none, Confidence: none, Bbox: none
Text: это, Number: none, Confidence: none, Bbox: none
Text: ставит, Number: none, Confidence: none, Bbox: none
Text: трудную, Number: none, Confidence: none, Bbox: none
Text: задачу, Number: none, Confidence: none, Bbox: none
Text: перед, Number: none, Confidence: none, Bbox: none
Text: учеными, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: сложно, Number: none, Confidence: none, Bbox: none
Text: предсказать, Number: none, Confidence: none, Bbox: none
Text: когда, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: откуда, Number: none, Confidence: none, Bbox: none
Text: придет, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: изменчивость, Number: none, Confidence: none, Bbox: none
Text: делает, Number: none, Confidence: none, Bbox: none
Text: один, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: эффективный, Number: none, Confidence: none, Bbox: none
Text: против, Number: none, Confidence: none, Bbox: none
Text: одного, Number: none, Confidence: none, Bbox: none
Text: вируса, Number: none, Confidence: none, Bbox: none
Text: против, Number: none, Confidence: none, Bbox: none
Text: другого, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: рефлекторный, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: дела, Number: none, Confidence: none, Bbox: none
Text: условного, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: смоноотде-, Number: none, Confidence: none, Bbox: none
Text: р, Number: none, Confidence: none, Bbox: none
Text: безус, Number: none, Confidence: none, Bbox: none
Text: мления, Number: none, Confidence: none, Bbox: none
Text: находится, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: спинном, Number: none, Confidence: none, Bbox: none
Text: возле, Number: none, Confidence: none, Bbox: none
Text: продолговатом, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: инстинкт, Number: none, Confidence: none, Bbox: none
Text: отвечает, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: поведение, Number: none, Confidence: none, Bbox: none
Text: животного, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: разных, Number: none, Confidence: none, Bbox: none
Text: мозге., Number: none, Confidence: none, Bbox: none
Text: 3., Number: none, Confidence: none, Bbox: none
Text: инстикт, Number: none, Confidence: none, Bbox: none
Text: отвечает, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: поведение, Number: none, Confidence: none, Bbox: none
Text: животного, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: разных, Number: none, Confidence: none, Bbox: none
