Text: не, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: -с, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: работа, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: нерва, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: -де, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: информация, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: обрабатывается, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: и, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: намается, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: работа, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: коры, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: больших, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: полушарий, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: no25, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: -с, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: масса, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: таила, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: жираф, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: больше, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: чем, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: масса, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: тела, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: No25, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: 1), Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: масса, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: тила, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: у, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: жираф, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: больше,, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: чем, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: масса, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
Text: тела, Number: 22, Confidence: 0.38, Bbox: [36.432743072509766, 898.9838256835938, 2279.68408203125, 2420.23583984375]
