Text: центр, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: У, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: жирафа, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: очень, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: длинная, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: шея, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: и, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: для, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: того, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: чтобы, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: срывать, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: штрафу, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: для, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: осуществления, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: питания, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: ему, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: приходится, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: мчится, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: часто, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: наклонять, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: е, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: в, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: связи, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: чем, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: растет, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: артериальное, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: давление, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: в, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: сонных, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: артериях, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: опричина, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: большей, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: плотности, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: соединительной, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: ткани, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: вокруг, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: капилляров, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: у, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: жирафов, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: обусловлена, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: тем, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: что, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: конечности, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: жирафов, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: больше, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: конечностей, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: людей, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: людей, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: а, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: а, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: значит, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: содержит, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: больше, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: капилляров, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: следовательно, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: плотность, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: соединительной, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: ткани, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: выше, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: Потому, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: что, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: повышенное, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: артериальное, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: давление, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: снижает, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: приток, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: крови, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: к, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: нижним, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: конечностям, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: вследствие, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: чего, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: и, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: возникают, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: отечности, Number: 22, Confidence: 0.34, Bbox: [9.319372177124023, 843.7880249023438, 2264.406005859375, 1394.086669921875]
Text: no26., Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: напредки, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: современных, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: сумчатых, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: обитали, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: в, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: южных, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: районах, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: районах, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: африки, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: Биогеографическую, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: закономерность, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: в, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: рассели, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: селении, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: сумчатых, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: можно, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: помощью, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: исследований, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: Теория, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: палеонтологии, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: no27., Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: Фенилкетонурия, Number: 22, Confidence: 0.67, Bbox: [24.73029899597168, 332.6623229980469, 2253.943359375, 1395.4168701171875]
Text: -с, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: рецессивный, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: признак, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: так, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: малой, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: частотой, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: встречаемость, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: генотип, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: аба, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: частота, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: заболевания, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: =0,0001;, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: -с, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: частота, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: аллея, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: д.=10,0001=0,01;, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: -с, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: из, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: уравнения, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: хардивайнберга, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: найдем, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: частоту, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: уравнения, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: Харди-, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: Вайнберга, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: найдем, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
Text: частоту, Number: 24, Confidence: 0.51, Bbox: [6.406481742858887, 2006.3509521484375, 2270.413330078125, 2588.085693359375]
