Text: кисти, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: гнет, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: панамами, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: развития, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: кисти, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: и, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: с, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: гипертрихозом, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: возможно, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: прочь, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: гамету, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: ехав, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: матери, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: и, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: некрассоверную, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: гамету, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: от, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: отца, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: некрассоверную, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: гамету, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: от, Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
Text: отца., Number: 24, Confidence: 0.46, Bbox: [32.58420944213867, 1009.1353149414062, 2285.979248046875, 1538.525634765625]
