Text: крови, Number: 22, Confidence: 0.31, Bbox: [163.9547576904297, 2.4383695125579834, 2307.97265625, 474.9153137207031]
Text: можно, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: так, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: после, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: бесен, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: внесем, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: жение, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: препарата, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: число, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: вирусных, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: частиц, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: у, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: у, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: а, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: опытов, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: уменьколичество, Number: 22, Confidence: 0.38, Bbox: [762.1954956054688, 4.369953155517578, 2296.70654296875, 625.6981811523438]
Text: ль, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: бдение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Вирусы, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: не, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: имеют, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ядра, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Они, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ведут, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: паразитический, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: образ, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: жизни, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: они, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: внедряю, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: в, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: плетку, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: заражают, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -де, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: и, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: мариновался, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: благод, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: для, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ест, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -де, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Отрицательный, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: контра, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: роль, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: не, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: являете, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: адекватным, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: так, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: внесение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: препарат, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: пята, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: против, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: вируса, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: через, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: определен, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: пос, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: по, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: время, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: количество, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: вирусных, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: частиц, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: организме, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: все, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: равно, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: выбрало, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Не, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: вносить, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: лекарственный, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: препарат, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: для, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: того, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: чтобы, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ранить, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: остриц, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: коп, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: контроль, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: что, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: а, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: будет, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: без, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: внесения, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: его, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ап, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: препод, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: корана, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: будет, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -де, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: теория, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: расхождения, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: матери, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: св, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: ерников, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: про, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: мне, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: кается, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: древ, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: предки, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: кили, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: частых, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: обитали, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: в, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: из, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: климата, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: более, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: меньше, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: за, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: возможности, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: пере, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: переместиться, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: на, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: жиро, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: кантипект., Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Строение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: тела, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: питание, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: а, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: размножение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: -с, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: межвидовая, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: конкуренция, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Строение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: тела, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: 2., Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: питание, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: 3, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: размножение, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: 4., Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: Метвидовая, Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
Text: копкуренция., Number: 22, Confidence: 0.57, Bbox: [7.907510757446289, 4.259852409362793, 2309.0732421875, 631.1588134765625]
