Text: и, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: прохождению, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: жидкости, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: из, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: каникул, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: кавалеров, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: в, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: межклетник, Number: 22, Confidence: 0.48, Bbox: [24.54405975341797, 42.797977447509766, 2289.063232421875, 1462.2154541015625]
Text: пространство, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: -с, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: Отечность, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: битных, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: конечностей, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: у, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: людей, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: возникает, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: при, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: высоком, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: артериальном, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: давлении, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: возникает, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: из-за, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: того, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: что, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: изгнать, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: из, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: союзов, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: переходит, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: в, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: межклеточное, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: пространство, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: вызывал, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
Text: отеки, Number: 24, Confidence: 0.42, Bbox: [28.257976531982422, 1487.2384033203125, 2273.689697265625, 2036.5321044921875]
