Text: зрительную, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: скорость, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: кровотока, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: падает, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: вс, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: это, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: приводит, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: к, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: тому, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: что, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: кровь, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: так, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: покидает, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: нежные, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: поня, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ности, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: вызывая, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: отек, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ночь, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: вокруг, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: каникул, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: во, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: имеет, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: Соединительная, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ткань, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: большую, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: р, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: плотность, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: относительно, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: человека, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: из-за, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: того, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: что, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: давление, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: артериях, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ряд, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: распространяется, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: только, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: на, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
