Text: имеет, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: возникать, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: отечность, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: нижних, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: конечностей, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: потому, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: что, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: при, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: высоком, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: давлении, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кровь, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: в, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: нижние, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: конечности, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: поступает, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: медленно, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: из-за, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: чего, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: в, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: них, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: скапливается, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: жидкость, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: в, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: д, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ехав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: нормальное, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развитие, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: а, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалией, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоз, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: анкет, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -де, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: отсутствие, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: хинь, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: не, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: угов, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоз, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: девочки, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: в, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аВ, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: безгипертр, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: года, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: года, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалия, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ехав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: пьеза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гномами, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: клистиру, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалия, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоз, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: мальчики, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: от, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -1989, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалия, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертрихоз, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: безатомными, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: пистик, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: четырех, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: забуданомалия, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рук, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: шперприноз, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ввезаномами, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: руказипертрикоза, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: окончания, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: а, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -де, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: девочки, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: я, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: анклав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: безгипертр., Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: Ха, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ехав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: хавбек, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гномами, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: разв, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гиперстен, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ан, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: развития, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гиперон, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: У, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: резь, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гипертр.), Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: В, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: первом, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: браке, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: возможнорождение, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: рождение, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ребенка, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: с, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кисти, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гиперстен, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: обеими, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: так, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: к, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: нему, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалией, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: приперт, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: портр, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: переела, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гамета, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: матери, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: ехав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: и, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гамета, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: отцо, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: у, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: пь, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: сдуто, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: инертны, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: образованная, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: при, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кроссинговере, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: шпортр., Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: перемла, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гамета, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: матери,, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: хав, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: и, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: гамета, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: отцо, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: у, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: пь, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: -Дуто, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: аномалии,, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: без, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: инерты, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: образованная, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: при, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
Text: кроссинговере, Number: 24, Confidence: 0.49, Bbox: [39.02582931518555, 861.8842163085938, 1001.3426513671875, 1410.9259033203125]
