Text: среде, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: устойчивости, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: и, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: лекарственным, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: препаратам, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: изменение, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: генетического, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: пода, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: плетки, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: с, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: целью, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: воспроизведения, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: его, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: вирусных, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: частиц, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: no24., Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: Безусловный, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: рефлекс, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: мочеотделения, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: и, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: отсутствие, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: безразличного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: раздражителя, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: изображены, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: на, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: рисунке, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: а, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: безусловный, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: федроксслюноотделение, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: приеме, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: пищи, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: безразличный, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: раздражительнее, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: от, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: попочки, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: так, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: лампа, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: выключена, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: Рефлекторный, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: центр, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: безусловного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: юност, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: делительного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: радения, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: расположен, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: в, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: заднем, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: отделе, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: головного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: мора, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: и, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: обозначен, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: на, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: рисунке, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: цифрой, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: -с, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: рефлекс, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: ранения, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: организма, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: на, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: тот, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: иной, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: раздражитель, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: а, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: инстинкт, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: -с, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: это, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: заложенное, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: природой, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: поведение, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: Дата, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: Элементы, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: душ, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: слюноотделительного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: рефлекса, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: зрительный, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: анализатор, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: -де, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: передний, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: отдел, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: головного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: лора, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: -де, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: анализатор, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: (4), Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: передний, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: отдел, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: головного, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: лора, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
Text: (11, Number: 22, Confidence: 0.39, Bbox: [50.76946258544922, 11.843497276306152, 2281.298095703125, 518.486083984375]
