Text: Частота, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: под, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюноотделения, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: отсутствие, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: безразличного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: раздражителя, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: выделяется, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюна, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: при, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: употреблении, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: пищи, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: без, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: включения, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: попочки, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: безусловного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: рефлекторный, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: центр, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: ся, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: простоватом, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: м, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: В, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: начале, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: происходит, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: разграждение, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: при, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: включении, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: пампой, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: внутри, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: нервный, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: импульс, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: который, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: передается, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: неврон, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: по, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: зрительному, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: нерву, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: нервную, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: систему, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюноотделения, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: находит, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: рецепторов, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: сетчатки, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: глазного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: яблока, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: возникает, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: на, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: чувствительный, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: в, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: центральную, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: В, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: зрительном, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: происходит, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: временная, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: обработка, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: полученной, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: связь, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: при, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: сигнала, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: верительного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: проведение, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: сигнала, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюна, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: центре, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: информации, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: Возникает, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: центра, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюноотделительного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: центра, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: двигательному, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: идет, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: патрону, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: выделяется, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: к, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: слюнной, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: no25, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: высокое, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: артериальное, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: парафа, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: давление, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: в, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: сонной, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: артерии, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: наблюдается, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: по, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: той, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: причине, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: что, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: из-за, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: за, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: длинной, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: шеям, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: бровь, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: может, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: не, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: досижусь, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: головного, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: мозга, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: при, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: низком, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: артериальном, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: вдавлении, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: мозг, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: перестанет, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: получать, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: Ог, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: питание, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: Поэтому, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: чтобы, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: компенсировать, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: это, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: необходимо, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: высокое, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: артериальное, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: давление, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: которое, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: будет, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: питать, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: готовнос, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: мор, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: не, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: погибнет, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: не, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: пиратов, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: соединительная, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: ткань, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: имеет, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: большую, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: плотность, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: чем, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: и, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: человека, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: так, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: парафа, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: наблюдается, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: высокое, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: артериальное, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: давление, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: результате, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: которого, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: в, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: по, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: напитаны, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: поступает, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: большое, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: количество, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: крови, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: уже, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: газообмена, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: см, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: лист, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: -де, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: лист, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
Text: No5, Number: 22, Confidence: 0.37, Bbox: [2.174849510192871, 23.025863647460938, 2285.704833984375, 1436.0653076171875]
