Text: внимание, Number: none, Confidence: none, Bbox: none
Text: вкраивание, Number: none, Confidence: none, Bbox: none
Text: азы, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Быстрая, Number: none, Confidence: none, Bbox: none
Text: речушками, Number: none, Confidence: none, Bbox: none
Text: анк, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Быстрая, Number: none, Confidence: none, Bbox: none
Text: бора, Number: none, Confidence: none, Bbox: none
Text: нового, Number: none, Confidence: none, Bbox: none
Text: визуально, Number: none, Confidence: none, Bbox: none
Text: белков, Number: none, Confidence: none, Bbox: none
